Home Movie Volume / Partition,"Scan Batch (A, B, or C)",Filenames,Format,Original Scan Resolution,Original Scan Copy #1 Location,Original Scan Copy #2 Location,Original Scan Copy #3 Location,Duration at 23.97 fps (most of this was shot at 16 or 18 FPS),Clips Identified,Motion Tracked,Stabilized,Color Corrected,CC Duration,Notes,Color Corrected Copy #1 Location,Color Corrected Copy #2 Location,2k Export Location,Topaz Enhanced Location,Years,People,Location,Title,Description,Chapters,Tech Notes,Summary,Tag: Ruth,Tag: Disney,Tag: SF,Tag: Needs Edit,Tag: Theme Park,Workflow State
Hayward Movies Volume 2,Batch B,PB-06_FROS,16mm,4976x3472,Original Scans Batch B Copy 1,Original Scans Batch B Copy 2,,0:09:49,,,,"Verified (But new copy called ""V2_1"" that might have exact frame counts as the original)",9:49:04,,Color Corrected Drive B,2k Enhanced Drive B,2k Enhanced Drive B,2k Enhanced Drive B,,"John Sr. and Josephine Hayward (nee Myre) and their Children John Sr., Joy, and Mark, and Irwin and Arlene Wren (nee Myre) and their children Judy et. al.",,"John Sr. & Josephine travel to Yosemite with John Jr., Joy, and Mark - Wren Family Joins towards End",,"00:01 Hayward Family at Yosemite
01:49 Hayward Family at Yosemite Waterfalls
04:14 Yosemite Deer
04:34 Yosemite Scenic Views with John Jr., Joy, and Mark
06:20 Farm Visit with John Jr., Joy, and Mark
08:26 John Sr. and Josephine's Family at Hume Lake
10:56 Tubing at the Pool with John Sr., John Jr., Joy, and Mark
11:47 Backyard Mini Pool with John Jr, Joy, and Mark
12:16 Hayward Kids Feeding Deer and Camping Trip with Irwin and Arlene's Family","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","

Chapters:
00:01 Hayward Family at Yosemite
01:49 Hayward Family at Yosemite Waterfalls
04:14 Yosemite Deer
04:34 Yosemite Scenic Views with John Jr., Joy, and Mark
06:20 Farm Visit with John Jr., Joy, and Mark
08:26 John Sr. and Josephine's Family at Hume Lake
10:56 Tubing at the Pool with John Sr., John Jr., Joy, and Mark
11:47 Backyard Mini Pool with John Jr, Joy, and Mark
12:16 Hayward Kids Feeding Deer and Camping Trip with Irwin and Arlene's Family

People: John Sr. and Josephine Hayward (nee Myre) and their Children John Sr., Joy, and Mark, and Irwin and Arlene Wren (nee Myre) and their children Judy et. al.

Years: 
Locations: 

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: PB-06_FROS",,,,,,Uploaded
Hayward Movies Volume 2,Batch B,PB-07_FROS,16mm,4976x3472,Original Scans Batch B Copy 1,Original Scans Batch B Copy 2,Color Corrected Drive A,0:11:09,,,,Verified,11:08:10,,Color Corrected Drive B,2k Enhanced Drive B,2k Enhanced Drive B,2k Enhanced Drive B,1956-1958,"Josephine Hayward (nee Myre) and her children John Jr., Joy, Mark, and James","California: Reedley, Yosemite, Hume Lake, Monterey, San Francisco",Hayward Kids California Adventures 1956-1958 Part 1,"We begin and end in the yard of the Hayward family home on Cyrier St. in Reedley California. The family takes trips to Yosemite, Huma Lake, the Dennis the Menace playground in Monterey, and San Francisco.","00:01 Kids Wagon Parade - John Jr., Joy, Mark, and James - at Cyrier St. House
00:52 Yosemite Falls trip with Josephine, John Jr., Joy, Mark, James
03:19 Hume Lake trip with Josephine, John Jr., Joy, Mark, James
08:16 Dennis the Menace Play Area in Monterey CA with John Jr., Joy, Mark
10:22 San Francisco Trip with John Jr., Joy, Mark - Mission Dolores, Golden Gate Park, Wharf
15:13 John Jr., Joy, Mark, James playing in Cyrier St. house in Reedley with mother Josephine","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","We begin and end in the yard of the Hayward family home on Cyrier St. in Reedley California. The family takes trips to Yosemite, Huma Lake, the Dennis the Menace playground in Monterey, and San Francisco.

Chapters:
00:01 Kids Wagon Parade - John Jr., Joy, Mark, and James - at Cyrier St. House
00:52 Yosemite Falls trip with Josephine, John Jr., Joy, Mark, James
03:19 Hume Lake trip with Josephine, John Jr., Joy, Mark, James
08:16 Dennis the Menace Play Area in Monterey CA with John Jr., Joy, Mark
10:22 San Francisco Trip with John Jr., Joy, Mark - Mission Dolores, Golden Gate Park, Wharf
15:13 John Jr., Joy, Mark, James playing in Cyrier St. house in Reedley with mother Josephine

People: Josephine Hayward (nee Myre) and her children John Jr., Joy, Mark, and James

Years: 1956-1958
Locations: California: Reedley, Yosemite, Hume Lake, Monterey, San Francisco

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: PB-07_FROS",,,1,,1,Uploaded
Hayward Movies Volume 2,Batch B,PB-08_FROS,16mm,4976x3472,Original Scans Batch B Copy 1,Original Scans Batch B Copy 2,Color Corrected Drive A,0:11:10,,,,Verified,11:09:14,,Color Corrected Drive B,2k Enhanced Drive B,2k Enhanced Drive B,2k Enhanced Drive B,1956-1958,"John and Josephine Hayward (nee Myre) and their children John Jr., Joy, Mark, and James. Irwin and Arlene Wren (nee Myre) and their children.","California: Reedley, Hume Lake, Lake Arrowhead, and road trip destinations",Hayward Kids California Adventures 1956-1958 Part 2,"Various California adventures around Reedley and Hume, and trips to Santa's Village park near Lake Arrowhead and various road trip sites. The dates for this footage are based on presence of 1957 Buick Station wagon and shots of Cyrier St. home in Reedley, CA.","00:01 Nativity Scene with John Jr, Joy, and Mark Hayward
00:17 Snow Tubing with Haywards and Wrens
02:07 Flower Garden
02:43 Haywards Playing in the Snow with John and Josephine Hayward (nee Myre) and their children John Jr., Joy, Mark, and James
06:32 Santa's Village at Lake Arrowhead, CA with Haywards and Wrens
09:29 Hayward Family Camping Trip with John and Josephine Hayward (nee Myre) and children John Jr., Joy, Mark, and James
11:16 Public Pool in Reedley, California with John and Josephine Hayward (nee Myre) and children John Jr., Joy, Mark, and James
12:34 CA road trip St. James Church Mark Twain Cabin Fort Sutter with Josephine Hayward and children John Jr., Joy, Mark, and James
14:26 Hayward Kids Playing In Yard at Cyrier St. Home in Reedley, CA","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","Various California adventures around Reedley and Hume, and trips to Santa's Village park near Lake Arrowhead and various road trip sites. The dates for this footage are based on presence of 1957 Buick Station wagon and shots of Cyrier St. home in Reedley, CA.

Chapters:
00:01 Nativity Scene with John Jr, Joy, and Mark Hayward
00:17 Snow Tubing with Haywards and Wrens
02:07 Flower Garden
02:43 Haywards Playing in the Snow with John and Josephine Hayward (nee Myre) and their children John Jr., Joy, Mark, and James
06:32 Santa's Village at Lake Arrowhead, CA with Haywards and Wrens
09:29 Hayward Family Camping Trip with John and Josephine Hayward (nee Myre) and children John Jr., Joy, Mark, and James
11:16 Public Pool in Reedley, California with John and Josephine Hayward (nee Myre) and children John Jr., Joy, Mark, and James
12:34 CA road trip St. James Church Mark Twain Cabin Fort Sutter with Josephine Hayward and children John Jr., Joy, Mark, and James
14:26 Hayward Kids Playing In Yard at Cyrier St. Home in Reedley, CA

People: John and Josephine Hayward (nee Myre) and their children John Jr., Joy, Mark, and James. Irwin and Arlene Wren (nee Myre) and their children.

Years: 1956-1958
Locations: California: Reedley, Hume Lake, Lake Arrowhead, and road trip destinations

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: PB-08_FROS",,,,,1,Uploaded
Hayward Movies Volume 2,Batch B,PB-14_FROS,16mm,4976x3472,Original Scans Batch B Copy 1,Original Scans Batch B Copy 2,Color Corrected Drive A,0:12:00,,,,Verified,11:59:09,Disney stuff,Color Corrected Drive B,2k Enhanced Drive B,2k Enhanced Drive B,2k Enhanced Drive B,1959,"Josephine Hayward (nee Myre) and her children John Jr., Joy, Mark, Ruth, and James","Disneyland, Knott's Berry Farm, Marineland, Hearst Castle, Hume Lake, California","Disneyland, Knott's Berry Farm, Marineland, Hearst Castle Trips in 1959 and construction of Hayward Family Cabin ","Hayward family theme park trips in 1959 to Disneyland where they stayed at the Heidi Hotel typically. On to Knott's Berry Farm, Hearst Castle, and ending on construction of the Hayward family cabin at Hume Lake, CA","00:01 Marineland Theme Park
05:05 Disneyland Signs at Night, Fireworks, and the Heidi Hotel which outside Disneyland
05:31 Disneyland trip with Josephine Hayward (nee Myre) and children John Jr., Joy, Mark, Ruth, and James
11:25 Knott's Berry Farm trip with Josephine Hayward (nee Myre) and children John Jr., Joy, Mark, Ruth, and James
13:35 Hotel Pool with John Jr. and Mark Hayward
13:47 Pacific Ocean with John Jr., Joy, Mark, and Ruth Hayward
14:47 Hearst Castle
16:16 Construction of Hayward Family Cabin at Hume Lake California - Kids John Jr., Joy, Mark, Ruth and James feeding Deer","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","Hayward family theme park trips in 1959 to Disneyland where they stayed at the Heidi Hotel typically. On to Knott's Berry Farm, Hearst Castle, and ending on construction of the Hayward family cabin at Hume Lake, CA

Chapters:
00:01 Marineland Theme Park
05:05 Disneyland Signs at Night, Fireworks, and the Heidi Hotel which outside Disneyland
05:31 Disneyland trip with Josephine Hayward (nee Myre) and children John Jr., Joy, Mark, Ruth, and James
11:25 Knott's Berry Farm trip with Josephine Hayward (nee Myre) and children John Jr., Joy, Mark, Ruth, and James
13:35 Hotel Pool with John Jr. and Mark Hayward
13:47 Pacific Ocean with John Jr., Joy, Mark, and Ruth Hayward
14:47 Hearst Castle
16:16 Construction of Hayward Family Cabin at Hume Lake California - Kids John Jr., Joy, Mark, Ruth and James feeding Deer

People: Josephine Hayward (nee Myre) and her children John Jr., Joy, Mark, Ruth, and James

Years: 1959
Locations: Disneyland, Knott's Berry Farm, Marineland, Hearst Castle, Hume Lake, California

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: PB-14_FROS",1,1,,,1,Uploaded
Hayward Movies Volume 2,Batch B,PBA-01_FROS,16mm,4976x3472,Original Scans Batch B Copy 1,Original Scans Batch B Copy 2,Color Corrected Drive A,0:05:33,,,,Verified,5:33:11,,Color Corrected Drive B,2k Enhanced Drive B,2k Enhanced Drive B,2k Enhanced Drive B,1952-1953,Rosabell Hayward with her married son John and Josephine Hayward (nee Myre) and their children John Jr and Joy,New Orleans,"Haywards move to New Orleans in 1952, Sightseeing with Rosabell Hayward","The Haywards live in New orleans from Fall of 1952 to mid 1953, here we see John Sr. on a ferryboat with his mother Rosabell Hayward, this footage was probably taken by his father Earl Hayward. We visit the New Orleans Zoo with John Sr's twin children John Jr. and Joy, and his wife Josephine (nee Myre).","00:11 New Orleans City Scenes, at 41 Seconds the Kreeger's Market is at 801 Canal St.
01:05 New Orleans Ferry Ride with John Hayward and his mother Rosabell Hayward
02:05 Earl and Rosabell Hayward Ride Ferry with son John Sr. in New Orleans
02:17 Port of New Orleans
02:47 John Sr. Disembark Ferry
03:02 New Orleans Drive
03:26 New Orleans Zoo visit John Jr. and Joy, and their parents (John Sr.) and grandparents (Earl and Rosabell Hayward)
05:46 John Sr., Jr., Joy in Park with Rosabell Hayward
06:14 Waterfalls
08:17 Unknown Building","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","The Haywards live in New orleans from Fall of 1952 to mid 1953, here we see John Sr. on a ferryboat with his mother Rosabell Hayward, this footage was probably taken by his father Earl Hayward. We visit the New Orleans Zoo with John Sr's twin children John Jr. and Joy, and his wife Josephine (nee Myre).

Chapters:
00:11 New Orleans City Scenes, at 41 Seconds the Kreeger's Market is at 801 Canal St.
01:05 New Orleans Ferry Ride with John Hayward and his mother Rosabell Hayward
02:05 Earl and Rosabell Hayward Ride Ferry with son John Sr. in New Orleans
02:17 Port of New Orleans
02:47 John Sr. Disembark Ferry
03:02 New Orleans Drive
03:26 New Orleans Zoo visit John Jr. and Joy, and their parents (John Sr.) and grandparents (Earl and Rosabell Hayward)
05:46 John Sr., Jr., Joy in Park with Rosabell Hayward
06:14 Waterfalls
08:17 Unknown Building

People: Rosabell Hayward with her married son John and Josephine Hayward (nee Myre) and their children John Jr and Joy

Years: 1952-1953
Locations: New Orleans

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: PBA-01_FROS",,,,,,Uploaded
Hayward Movies Volume 2,Batch B,PBA-02_FROS,16mm,4976x3472,Original Scans Batch B Copy 1,Original Scans Batch B Copy 2,Color Corrected Drive A,0:05:30,,,,Verified,5:29:17,,Color Corrected Drive B,2k Enhanced Drive B,2k Enhanced Drive B,2k Enhanced Drive B,1952-1953,"John and Josephine Hayward (nee Myre) and their children John Jr., Joy and Mark. John's mother Rosabell Hayward also appears.",New Orleans,Christmas 1952 and John Jr. and Joy's 3rd Birthday in New Orleans,"John Jr. and Joy's 3rd birthday in 1952 followed by Christmas 1952, when the family lived in New Orleans for a year. Sightseeing around New Orleans including the Zoo.","00:01 Farming
00:11 Kid Size Train with Josephine Hayward (nee Myre) and children John Jr., Joy, and Mark
00:20 John Jr and Joy's 3rd Birthday with Josephine and Mark in New Orleans
00:55 1952 Christmas Stockings with Josephine Hayward, John Jr., Joy, and Mark in New Orleans
01:16 1952 Christmas Tree
01:35 Moving Day from New Orleans to Seattle
02:38 Zoo Visit with Grandma Rosabell Hayward and John Sr, Josephine, and their children John Jr., Joy, and Mark
04:26 New Orleans Sightseeing with Josephine Hayward, John Jr., Joy, and Mark
05:53 St. Louis Cathedral New Orleans with Josephine Hayward, John Jr., Joy, and Mark
06:16 Kid Size Train with Josephine Hayward, John Jr., Joy, and Mark
06:53 New Orleans Park with Josephine Hayward, John Jr., Joy, and Mark
07:08 New Orleans Zoo with Josephine Hayward, John Jr., Joy, and Mark","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","John Jr. and Joy's 3rd birthday in 1952 followed by Christmas 1952, when the family lived in New Orleans for a year. Sightseeing around New Orleans including the Zoo.

Chapters:
00:01 Farming
00:11 Kid Size Train with Josephine Hayward (nee Myre) and children John Jr., Joy, and Mark
00:20 John Jr and Joy's 3rd Birthday with Josephine and Mark in New Orleans
00:55 1952 Christmas Stockings with Josephine Hayward, John Jr., Joy, and Mark in New Orleans
01:16 1952 Christmas Tree
01:35 Moving Day from New Orleans to Seattle
02:38 Zoo Visit with Grandma Rosabell Hayward and John Sr, Josephine, and their children John Jr., Joy, and Mark
04:26 New Orleans Sightseeing with Josephine Hayward, John Jr., Joy, and Mark
05:53 St. Louis Cathedral New Orleans with Josephine Hayward, John Jr., Joy, and Mark
06:16 Kid Size Train with Josephine Hayward, John Jr., Joy, and Mark
06:53 New Orleans Park with Josephine Hayward, John Jr., Joy, and Mark
07:08 New Orleans Zoo with Josephine Hayward, John Jr., Joy, and Mark

People: John and Josephine Hayward (nee Myre) and their children John Jr., Joy and Mark. John's mother Rosabell Hayward also appears.

Years: 1952-1953
Locations: New Orleans

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: PBA-02_FROS",,,,,,Uploaded
Hayward Movies Volume 2,Batch A,RLA-01_FROS,8mm,4432x2800,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:01:34,,,,,1:34:05,These films were colorized but also scaled / matted - I asked for versions back without those changes,Color Corrected Drive A,2k Enhanced Drive B,2k Enhanced Drive B,2k Enhanced Drive B,,,,Victor Beattie's Church Camp (Largely Damaged Film),"Victor Beattie is the husband of Mary-Louise Hayward, he worked with various Christian youth camps.","00:04 Kids Lined in Rows
00:23 Victor Beattie, Husband of Mary-Louise Beattie (nee Hayward)
00:34 Unknown Gathering
00:44 Unknown Photographers","Technical Notes: 8mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","Victor Beattie is the husband of Mary-Louise Hayward, he worked with various Christian youth camps.

Chapters:
00:04 Kids Lined in Rows
00:23 Victor Beattie, Husband of Mary-Louise Beattie (nee Hayward)
00:34 Unknown Gathering
00:44 Unknown Photographers

People: 

Years: 
Locations: 

Technical Notes: 8mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: RLA-01_FROS",,,,,,Uploaded
Hayward Movies Volume 2,Batch A,RLA-02_FROS,8mm,4432x2800,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:03:03,,,,,3:03:18,These films were colorized but also scaled / matted - I asked for versions back without those changes,Color Corrected Drive A,2k Enhanced Drive B,2k Enhanced Drive B,2k Enhanced Drive B,,,,Unknown Families - Most Likely Bob Lindner's Extended Family,,"00:01 Unknown Family Photo Session
01:35 Unknown Family Yosemite Trip
02:20 Unknown Family Vineyard
03:37 Unknown Family Colorado Trip","Technical Notes: 8mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","

Chapters:
00:01 Unknown Family Photo Session
01:35 Unknown Family Yosemite Trip
02:20 Unknown Family Vineyard
03:37 Unknown Family Colorado Trip

People: 

Years: 
Locations: 

Technical Notes: 8mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: RLA-02_FROS",,,,,,Uploaded
Hayward Movies Volume 2,Batch B,RLB-01_FROS,8mm,4432x2800,Original Scans Batch B Copy 1,Original Scans Batch B Copy 2,Color Corrected Drive A,0:00:58,,,,,0:57:22,These films were colorized but also scaled / matted - I asked for versions back without those changes,Color Corrected Drive A,2k Enhanced Drive B,2k Enhanced Drive B,2k Enhanced Drive B,,"Josephine Hayward (nee Myre) and her children Joy, John Jr, Mark, and James",Reed Ave. home in Reedley CA,"Hayward Family Pool at Reed Ave. Home in Reedley, CA","Josephine, Joy, and James swim in the family pool at the house at 319 S Reed Ave. in Reedley, CA. Later John Jr. and Mark can be seen diving.","00:01 Josephine Hayward (nee Myre) and her children Joy, John Jr., Mark and James Swim in Family Pool","Technical Notes: 8mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","Josephine, Joy, and James swim in the family pool at the house at 319 S Reed Ave. in Reedley, CA. Later John Jr. and Mark can be seen diving.

Chapters:
00:01 Josephine Hayward (nee Myre) and her children Joy, John Jr., Mark and James Swim in Family Pool

People: Josephine Hayward (nee Myre) and her children Joy, John Jr, Mark, and James

Years: 
Locations: Reed Ave. home in Reedley CA

Technical Notes: 8mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: RLB-01_FROS",,,,,,Uploaded
Hayward Movies Volume 2,Batch B,SL-71X_FROS,Super-8,4432x3080,Original Scans Batch B Copy 1,Original Scans Batch B Copy 2,Color Corrected Drive A,0:02:13,,,,,2:12:22,These films were colorized but also scaled / matted - I asked for versions back without those changes,Color Corrected Drive A,2k Enhanced Drive B,2k Enhanced Drive B,2k Enhanced Drive B,1971,"John and Josephine Hayward, their children John Jr., Joy, Mark, Ruth, and James, and Linda Hayward (nee Thompson) who is married to John Jr.",Reed Ave. home in Reedley CA,1971 Hayward Family Christmas,"People around the table from left to right: John Hayward Jr, Mark Hayward, Josephine Hayward (nee Myre), Ruth Hayward, Joy Hayward, James Hayward, Linda Hayward (nee Thompson) - spouse of John Jr.. Later John Charles Hayward (Sr.) can be seen in a red shirt with a beard.","00:14 1971 Hayward Family Christmas Tree and Stockings at 319 S. Reed Ave. Home
00:32 1971 Hayward Family Christmas Meal with Linda Hayward (nee Thompson)","Technical Notes: 8mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","People around the table from left to right: John Hayward Jr, Mark Hayward, Josephine Hayward (nee Myre), Ruth Hayward, Joy Hayward, James Hayward, Linda Hayward (nee Thompson) - spouse of John Jr.. Later John Charles Hayward (Sr.) can be seen in a red shirt with a beard.

Chapters:
00:14 1971 Hayward Family Christmas Tree and Stockings at 319 S. Reed Ave. Home
00:32 1971 Hayward Family Christmas Meal with Linda Hayward (nee Thompson)

People: John and Josephine Hayward, their children John Jr., Joy, Mark, Ruth, and James, and Linda Hayward (nee Thompson) who is married to John Jr.

Years: 1971
Locations: Reed Ave. home in Reedley CA

Technical Notes: 8mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: SL-71X_FROS",1,,,,,Uploaded
Hayward Movies Volume 2,Batch A,SL-72_FROS,Super-8,4432x3080,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:03:03,,,,,3:03:14,"Disney Stuff, These films were colorized but also scaled / matted - I asked for versions back without those changes",Color Corrected Drive A,2k Enhanced Drive B,2k Enhanced Drive B,2k Enhanced Drive B,1972,,"Disneyland, California",Disneyland Trip 1972,Bob Lindner's footage of Disneyland in 1972,"00:09 Disneyland Main St Character Meet in 1972
02:18 Disneyland Matterhorn in 1972
03:22 Disneyland Fantasyland in 1972","Technical Notes: Super-8 silent film at 18 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","Bob Lindner's footage of Disneyland in 1972

Chapters:
00:09 Disneyland Main St Character Meet in 1972
02:18 Disneyland Matterhorn in 1972
03:22 Disneyland Fantasyland in 1972

People: 

Years: 1972
Locations: Disneyland, California

Technical Notes: Super-8 silent film at 18 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: SL-72_FROS",,1,,,1,Uploaded
Hayward Movies Volume 2,Batch B,SLB-01_FROS,Super-8,4432x3080,Original Scans Batch B Copy 1,Original Scans Batch B Copy 2,Color Corrected Drive A,0:01:13,,,,,1:13:00,These films were colorized but also scaled / matted - I asked for versions back without those changes,Color Corrected Drive A,2k Enhanced Drive B,2k Enhanced Drive B,2k Enhanced Drive B,Around 1970,,Jerusalem,Jerusalem Footage of Bob Lindner - 1970,Bob Lindner's footage of Jerusalem,"00:01 Jerusalem
00:46 Jerusalem - Dome of the Rock","Technical Notes: Super-8 silent film at 18 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","Bob Lindner's footage of Jerusalem

Chapters:
00:01 Jerusalem
00:46 Jerusalem - Dome of the Rock

People: 

Years: Around 1970
Locations: Jerusalem

Technical Notes: Super-8 silent film at 18 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: SLB-01_FROS",,,,,,Uploaded
